ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Frecuencia de mantenimiento correctivo,ID_Registro,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Mes,Horas_Operativas_mean,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
3968,132,2020-06-14 07:00:00,Preventivo,232.82,9,Planta Norte,9,4045,54.66,1.71,3855.0,2020-06,4257.5,Motor,ABB,X100,4940.0,2463
3969,128,2020-06-14 08:00:00,Preventivo,8325.52,47,Planta Oeste,7,4133,95.01,4.94,86026.0,2020-06,86026.0,Motor,Siemens,Y200,3461.0,7529
3970,415,2020-06-14 09:00:00,Correctivo,4578.95,42,Planta Norte,11,4068,103.61,3.95,76563.0,2020-06,43613.0,Motor,Schneider,Y200,2000.0,7703
3971,393,2020-06-14 10:00:00,Preventivo,8684.44,32,Planta Este,13,3860,101.18,0.5,67622.0,2020-06,67622.0,Compresor,ABB,X100,2157.0,9328
3972,53,2020-06-14 11:00:00,Preventivo,7147.78,2,Planta Sur,13,3865,52.75,3.88,12315.0,2020-06,48633.5,Generador,Siemens,Z300,3332.0,6373
3973,347,2020-06-14 12:00:00,Correctivo,4688.97,10,Planta Oeste,16,3555,114.37,3.75,82303.0,2020-05,82303.0,Transformador,Siemens,X100,4948.0,6720
3974,349,2020-06-14 13:00:00,Preventivo,168.34,24,Planta Norte,10,4003,63.0,0.6,71018.0,2020-06,61675.0,Compresor,ABB,Z300,1328.0,7713
3975,320,2020-06-14 14:00:00,Preventivo,1531.18,36,Planta Norte,9,4074,51.61,3.12,9877.0,2020-06,9877.0,Transformador,Siemens,X100,2864.0,6610
3976,424,2020-06-14 15:00:00,Preventivo,6698.64,41,Planta Norte,11,4427,74.43,4.12,97598.0,2020-07,57535.0,Motor,GE,Y200,1380.0,4385
3977,247,2020-06-14 16:00:00,Preventivo,150.87,43,Planta Oeste,11,3864,138.12,1.06,2464.0,2020-06,15035.0,Motor,ABB,Z300,2601.0,8640
3978,104,2020-06-14 17:00:00,Correctivo,9305.53,24,Planta Sur,11,3778,118.93,4.93,99172.0,2020-06,99172.0,Transformador,ABB,Y200,2664.0,4943
3979,231,2020-06-14 18:00:00,Preventivo,7657.31,24,Planta Norte,9,4492,113.25,2.01,86854.0,2020-07,62727.5,Motor,GE,Y200,4749.0,6273
3980,361,2020-06-14 19:00:00,Correctivo,4527.49,26,Planta Sur,9,4203,135.46,4.84,28545.0,2020-06,28545.0,Motor,ABB,Z300,3028.0,8369
3981,420,2020-06-14 20:00:00,Correctivo,4990.6,20,Planta Este,16,4112,55.86,0.91,11119.0,2020-06,12837.333333333334,Generador,ABB,M400,1536.0,1999
3982,461,2020-06-14 21:00:00,Correctivo,3652.61,31,Planta Norte,9,4126,75.49,2.33,51962.0,2020-06,61573.0,Generador,Siemens,Z300,1058.0,9116
3983,424,2020-06-14 22:00:00,Correctivo,317.76,18,Planta Sur,11,4427,74.43,4.12,97598.0,2020-07,57535.0,Motor,GE,Y200,1380.0,4385
3984,237,2020-06-14 23:00:00,Preventivo,1231.07,19,Planta Norte,12,4342,51.1,3.26,6377.0,2020-06,25305.5,Transformador,Schneider,Z300,3479.0,3874
3985,125,2020-06-15 00:00:00,Correctivo,743.1,5,Planta Este,14,3940,79.64,4.86,72661.0,2020-06,52598.66666666666,Transformador,GE,M400,2077.0,547
3986,113,2020-06-15 01:00:00,Preventivo,1835.67,42,Planta Sur,9,4313,54.08,1.02,86653.0,2020-06,86653.0,Compresor,Schneider,M400,216.0,5122
3987,334,2020-06-15 02:00:00,Preventivo,2963.05,39,Planta Oeste,8,4098,115.59,4.84,9794.0,2020-06,9794.0,Generador,ABB,Z300,4614.0,1181
3988,86,2020-06-15 03:00:00,Preventivo,2518.69,40,Planta Sur,15,4027,106.41,4.44,88452.0,2020-06,88452.0,Motor,GE,X100,2519.0,1575
3989,312,2020-06-15 04:00:00,Correctivo,9500.53,40,Planta Norte,14,4168,141.06,4.59,16901.0,2020-06,16901.0,Generador,ABB,X100,4856.0,4327
3990,133,2020-06-15 05:00:00,Preventivo,2947.09,3,Planta Sur,6,3649,107.31,4.24,67757.0,2020-06,67757.0,Generador,GE,Y200,347.0,8833
3991,114,2020-06-15 06:00:00,Preventivo,14988.43,32,Planta Este,12,3701,139.59,0.11,52002.0,2020-06,52002.0,Compresor,ABB,X100,2979.0,4628
3992,468,2020-06-15 07:00:00,Preventivo,4080.15,37,Planta Este,10,3955,108.93,1.32,80797.0,2020-06,46416.5,Transformador,Siemens,X100,7938.125,3766
3993,411,2020-06-15 08:00:00,Preventivo,6502.41,44,Planta Sur,12,3330,138.62,0.18,34821.0,2020-05,47779.333333333336,Transformador,Siemens,Y200,613.0,3036
3994,155,2020-06-15 09:00:00,Correctivo,6630.49,12,Planta Este,11,4574,123.82,2.01,23994.0,2020-07,51414.0,Motor,Siemens,X100,1652.0,3195
3995,303,2020-06-15 10:00:00,Preventivo,8729.96,26,Planta Norte,9,5488,89.06,2.45,1201.0,2020-08,1201.0,Compresor,Schneider,M400,3407.0,5079
3996,11,2020-06-15 11:00:00,Preventivo,7135.56,38,Planta Oeste,11,5145,126.99,2.94,41756.0,2020-08,64002.333333333336,Transformador,Schneider,M400,2374.0,2922
3997,19,2020-06-15 12:00:00,Preventivo,7050.3,47,Planta Sur,9,4212,113.64,2.48,71209.0,2020-06,71209.0,Transformador,ABB,Y200,2175.0,828
3998,84,2020-06-15 13:00:00,Correctivo,7806.84,44,Planta Oeste,11,2384,143.42,3.61,56327.0,2020-04,43923.0,Motor,GE,X100,3637.0,1818
3999,491,2020-06-15 14:00:00,Preventivo,4414.36,43,Planta Sur,14,3939,136.85,1.19,3541.0,2020-06,3541.0,Generador,ABB,Y200,-100.0,2499
4000,29,2020-06-15 15:00:00,Correctivo,5049.87,5,Planta Este,9,3731,68.37,0.33,1859.0,2020-06,1859.0,Transformador,GE,X100,91.0,7812
4001,135,2020-06-15 16:00:00,Correctivo,7280.07,11,Planta Norte,17,4660,127.4,4.7,59415.0,2020-07,41365.5,Generador,Siemens,X100,1372.0,9739
4002,233,2020-06-15 17:00:00,Correctivo,385.71,5,Planta Sur,15,3886,98.95,2.75,15912.0,2020-06,32229.0,Transformador,ABB,Z300,3373.0,4580
4003,121,2020-06-15 18:00:00,Correctivo,4296.52,34,Planta Oeste,10,4270,108.41,3.76,31115.0,2020-06,31115.0,Transformador,Siemens,X100,589.0,8199
4004,14,2020-06-15 19:00:00,Correctivo,6523.0,32,Planta Norte,6,4391,91.91,0.74,55814.0,2020-07,68196.0,Compresor,GE,Z300,3897.0,9451
4005,331,2020-06-15 20:00:00,Preventivo,4710.78,2,Planta Este,12,3933,51.05,3.13,47603.0,2020-06,40212.66666666666,Motor,ABB,Z300,227.0,7274
4006,25,2020-06-15 21:00:00,Correctivo,9858.27,19,Planta Este,16,3372,68.24,1.97,14681.0,2020-05,14681.0,Generador,GE,Y200,4854.0,2005
4007,350,2020-06-15 22:00:00,Correctivo,227.11,23,Planta Este,12,3638,91.1,1.16,89844.0,2020-05,87978.0,Transformador,Schneider,X100,968.0,2098
4008,258,2020-06-15 23:00:00,Preventivo,2344.06,10,Planta Este,12,3424,139.38,4.53,9107.0,2020-05,30522.0,Compresor,Schneider,Y200,7938.125,3712
4009,229,2020-06-16 00:00:00,Preventivo,8727.81,47,Planta Este,7,4190,148.82,2.93,71246.0,2020-06,71246.0,Generador,Schneider,M400,3905.0,4079
4010,16,2020-06-16 01:00:00,Correctivo,5971.04,26,Planta Oeste,11,3514,130.35,3.07,47107.0,2020-05,37526.5,Generador,ABB,Y200,1884.0,6904
4011,310,2020-06-16 02:00:00,Preventivo,766.99,30,Planta Oeste,16,3884,135.64,1.56,24041.0,2020-06,56410.0,Transformador,GE,Z300,4980.0,6407
4012,202,2020-06-16 03:00:00,Preventivo,1923.88,35,Planta Oeste,7,4000,128.51,0.71,36823.0,2020-06,39647.0,Transformador,Siemens,Y200,3835.0,7627
4013,454,2020-06-16 04:00:00,Correctivo,2863.04,32,Planta Sur,12,4088,70.0,3.77,8964.0,2020-06,8964.0,Transformador,GE,Y200,1961.0,2754
4014,207,2020-06-16 05:00:00,Correctivo,284.9,7,Planta Norte,12,3899,120.91,1.81,20912.0,2020-06,20912.0,Motor,GE,X100,182.0,904
4015,355,2020-06-16 06:00:00,Correctivo,8566.88,41,Planta Este,9,4272,130.28,2.23,98281.0,2020-06,83674.0,Motor,ABB,M400,4825.0,2522
4016,266,2020-06-16 07:00:00,Correctivo,8570.08,37,Planta Oeste,11,3892,126.99,2.16,20138.0,2020-06,20138.0,Generador,Schneider,Y200,2363.0,5881
4017,108,2020-06-16 08:00:00,Correctivo,7203.41,28,Planta Oeste,8,4271,66.24,0.68,75971.0,2020-06,75971.0,Transformador,Siemens,M400,791.0,2011
4018,255,2020-06-16 09:00:00,Correctivo,2529.67,31,Planta Oeste,10,4067,86.36,3.93,77067.0,2020-06,77067.0,Transformador,Siemens,Y200,4850.0,1762
4019,107,2020-06-16 10:00:00,Preventivo,7159.74,24,Planta Sur,13,3752,94.5,4.06,54423.0,2020-06,74014.5,Compresor,Siemens,M400,3056.0,9954
4020,461,2020-06-16 11:00:00,Correctivo,7678.71,13,Planta Norte,9,4126,75.49,2.33,51962.0,2020-06,61573.0,Generador,Siemens,Z300,1058.0,9116
4021,415,2020-06-16 12:00:00,Preventivo,5369.07,2,Planta Este,11,4068,103.61,3.95,76563.0,2020-06,43613.0,Motor,Schneider,Y200,2000.0,7703
4022,299,2020-06-16 13:00:00,Preventivo,5749.18,9,Planta Sur,7,4008,54.13,3.84,32491.0,2020-06,30001.33333333333,Transformador,Schneider,X100,994.0,9454
4023,93,2020-06-16 14:00:00,Correctivo,3601.19,14,Planta Norte,10,4403,105.46,4.48,53091.0,2020-07,64941.5,Generador,GE,M400,4624.0,1108
4024,70,2020-06-16 15:00:00,Preventivo,7209.06,12,Planta Sur,9,4134,146.02,4.77,42034.0,2020-06,42034.0,Compresor,Schneider,Z300,4078.0,4324
4025,295,2020-06-16 16:00:00,Preventivo,9652.8,8,Planta Norte,8,4055,129.01,0.46,99085.0,2020-06,73930.66666666667,Motor,ABB,Y200,1020.0,4170
4026,83,2020-06-16 17:00:00,Preventivo,5089.19,5,Planta Sur,13,3927,70.16,0.91,45866.0,2020-06,29036.5,Compresor,Schneider,Z300,506.0,9555
4027,194,2020-06-16 18:00:00,Preventivo,2955.28,17,Planta Norte,12,4152,145.81,3.68,86335.0,2020-06,78087.0,Motor,GE,Y200,4898.0,7838
4028,428,2020-06-16 19:00:00,Correctivo,14988.43,45,Planta Norte,8,4016,127.79,3.65,54822.0,2020-06,66124.33333333333,Generador,Schneider,Y200,2895.0,3266
4029,187,2020-06-16 20:00:00,Correctivo,4928.53,40,Planta Oeste,11,4844,54.98,0.19,20300.0,2020-07,40570.5,Compresor,Schneider,Z300,768.0,7515
4030,321,2020-06-16 21:00:00,Preventivo,8740.86,17,Planta Norte,11,4386,143.58,4.94,98832.0,2020-07,45405.66666666666,Compresor,Siemens,M400,-100.0,5055
4031,271,2020-06-16 22:00:00,Correctivo,3442.39,32,Planta Norte,18,3989,82.05,0.16,72610.0,2020-06,69434.0,Motor,GE,Y200,1102.0,9400
4032,459,2020-06-16 23:00:00,Correctivo,1333.37,35,Planta Sur,10,3916,73.4,2.78,73452.0,2020-06,50619.0,Compresor,ABB,Z300,3352.0,7649
4033,118,2020-06-17 00:00:00,Correctivo,4612.29,24,Planta Sur,12,4017,111.68,3.66,18692.0,2020-06,18692.0,Transformador,Siemens,M400,1700.0,587
4034,316,2020-06-17 01:00:00,Preventivo,8582.14,26,Planta Este,9,2693,73.43,1.99,66387.0,2020-04,83400.66666666667,Motor,ABB,M400,3897.0,7338
4035,274,2020-06-17 02:00:00,Correctivo,4611.47,25,Planta Sur,12,3861,70.86,3.14,48986.0,2020-06,48986.0,Motor,Schneider,Y200,2600.0,2830
4036,454,2020-06-17 03:00:00,Preventivo,8795.06,18,Planta Sur,12,4088,70.0,3.77,8964.0,2020-06,8964.0,Transformador,GE,Y200,1961.0,2754
4037,424,2020-06-17 04:00:00,Preventivo,6045.27,36,Planta Sur,11,4427,74.43,4.12,97598.0,2020-07,57535.0,Motor,GE,Y200,1380.0,4385
4038,428,2020-06-17 05:00:00,Preventivo,3578.82,30,Planta Norte,8,4016,127.79,3.65,54822.0,2020-06,66124.33333333333,Generador,Schneider,Y200,2895.0,3266
4039,392,2020-06-17 06:00:00,Correctivo,6645.35,4,Planta Sur,16,4085,112.08,3.85,61998.0,2020-06,69248.0,Transformador,GE,Y200,1307.0,9099
4040,71,2020-06-17 07:00:00,Preventivo,5353.08,17,Planta Este,12,4215,53.04,4.91,47218.0,2020-06,63827.0,Transformador,ABB,X100,2617.0,8191
4041,321,2020-06-17 08:00:00,Preventivo,826.19,14,Planta Oeste,11,4386,143.58,4.94,98832.0,2020-07,45405.66666666666,Compresor,Siemens,M400,-100.0,5055
4042,343,2020-06-17 09:00:00,Preventivo,2708.61,3,Planta Oeste,13,3924,70.73,0.15,31710.0,2020-06,31710.0,Motor,Schneider,M400,711.0,7136
4043,249,2020-06-17 10:00:00,Correctivo,1219.38,36,Planta Este,4,4247,145.04,1.94,53010.0,2020-06,53010.0,Compresor,Siemens,Z300,3991.0,9920
4044,201,2020-06-17 11:00:00,Preventivo,3596.2,13,Planta Norte,9,4087,93.43,1.84,75039.0,2020-06,48312.0,Motor,GE,Y200,4730.0,3538
4045,350,2020-06-17 12:00:00,Preventivo,2187.44,13,Planta Oeste,12,4420,86.68,2.28,45651.0,2020-07,62124.0,Transformador,Schneider,X100,968.0,2098
4046,72,2020-06-17 13:00:00,Preventivo,392.34,46,Planta Norte,7,4283,117.63,0.32,81526.0,2020-06,52585.0,Motor,Schneider,Y200,4521.0,1678
4047,50,2020-06-17 14:00:00,Correctivo,1209.73,23,Planta Sur,9,4128,77.39,2.67,82702.0,2020-06,56899.0,Transformador,Siemens,Z300,2222.0,3864
4048,159,2020-06-17 15:00:00,Correctivo,4112.56,20,Planta Oeste,10,3352,130.82,0.81,37232.0,2020-05,41519.0,Compresor,Siemens,Y200,521.0,7978
4049,56,2020-06-17 16:00:00,Correctivo,9991.96,29,Planta Norte,11,3906,81.51,0.68,66199.0,2020-06,66199.0,Motor,Siemens,Z300,3066.0,3578
4050,201,2020-06-17 17:00:00,Preventivo,581.93,30,Planta Norte,9,4087,93.43,1.84,75039.0,2020-06,48312.0,Motor,GE,Y200,4730.0,3538
4051,221,2020-06-17 18:00:00,Preventivo,7244.74,9,Planta Este,13,4381,149.48,0.46,26758.0,2020-07,25211.0,Transformador,GE,X100,4406.0,1237
4052,106,2020-06-17 19:00:00,Correctivo,9567.37,47,Planta Este,8,4080,143.46,3.36,30228.0,2020-06,38428.75,Compresor,Schneider,Z300,3095.0,2579
4053,457,2020-06-17 20:00:00,Correctivo,5850.37,35,Planta Este,15,3538,56.84,1.15,42938.0,2020-05,42938.0,Compresor,ABB,X100,-100.0,3496
4054,228,2020-06-17 21:00:00,Correctivo,9296.34,41,Planta Sur,13,3804,93.95,4.7,69139.0,2020-06,69139.0,Compresor,Siemens,Z300,2569.0,5766
4055,375,2020-06-17 22:00:00,Preventivo,8936.47,31,Planta Oeste,13,3923,98.35,1.4,363.0,2020-06,55258.25,Compresor,Siemens,M400,4748.0,4649
4056,107,2020-06-17 23:00:00,Preventivo,6358.26,44,Planta Sur,13,3752,94.5,4.06,54423.0,2020-06,74014.5,Compresor,Siemens,M400,3056.0,9954
4057,434,2020-06-18 00:00:00,Preventivo,6466.9,43,Planta Este,13,4502,61.54,2.43,26632.0,2020-07,64789.5,Motor,Schneider,Y200,503.0,9649
4058,290,2020-06-18 01:00:00,Correctivo,2903.06,1,Planta Sur,7,3805,75.7,2.8,76221.0,2020-06,66541.0,Generador,ABB,Y200,943.0,7124
4059,72,2020-06-18 02:00:00,Preventivo,347.66,30,Planta Oeste,7,4283,117.63,0.32,81526.0,2020-06,52585.0,Motor,Schneider,Y200,4521.0,1678
4060,302,2020-06-18 03:00:00,Preventivo,5165.89,2,Planta Norte,13,4385,62.33,0.3,42002.0,2020-07,54831.0,Compresor,Schneider,X100,3323.0,9819
4061,441,2020-06-18 04:00:00,Correctivo,7210.98,39,Planta Sur,10,3146,108.79,3.76,39144.0,2020-05,39144.0,Transformador,ABB,M400,4796.0,9453
4062,453,2020-06-18 05:00:00,Correctivo,4156.65,29,Planta Sur,9,3639,81.83,3.22,21975.0,2020-05,21975.0,Generador,ABB,Y200,4432.0,7987
4063,421,2020-06-18 06:00:00,Correctivo,3774.47,27,Planta Sur,3,4216,72.44,0.61,49560.0,2020-06,49560.0,Generador,GE,Y200,1255.0,5509
4064,303,2020-06-18 07:00:00,Correctivo,5240.01,23,Planta Oeste,9,5488,89.06,2.45,1201.0,2020-08,1201.0,Compresor,Schneider,M400,3407.0,5079
4065,47,2020-06-18 08:00:00,Preventivo,1522.54,26,Planta Oeste,7,3880,126.98,4.8,93111.0,2020-06,58380.0,Motor,Siemens,Z300,1883.0,9004
4066,228,2020-06-18 09:00:00,Preventivo,5956.16,8,Planta Sur,13,3804,93.95,4.7,69139.0,2020-06,69139.0,Compresor,Siemens,Z300,2569.0,5766
4067,360,2020-06-18 10:00:00,Preventivo,7250.69,40,Planta Este,11,4096,73.52,2.25,8006.0,2020-06,39574.75,Compresor,Schneider,X100,4932.0,2023
4068,234,2020-06-18 11:00:00,Preventivo,5925.81,10,Planta Norte,14,3739,104.91,4.95,95765.0,2020-06,95765.0,Generador,Schneider,X100,1526.0,6835
4069,310,2020-06-18 12:00:00,Correctivo,9267.0,25,Planta Este,16,3884,135.64,1.56,24041.0,2020-06,56410.0,Transformador,GE,Z300,4980.0,6407
4070,442,2020-06-18 13:00:00,Correctivo,14988.43,31,Planta Sur,8,3750,124.61,2.21,59438.0,2020-06,59438.0,Transformador,ABB,X100,4802.0,1402
4071,236,2020-06-18 14:00:00,Preventivo,9768.3,18,Planta Sur,15,4151,144.26,4.64,95305.0,2020-06,86893.5,Transformador,GE,Y200,100.0,7685
4072,102,2020-06-18 15:00:00,Correctivo,9882.59,32,Planta Oeste,11,3721,201.495,3.48,5376.0,2020-06,5376.0,Compresor,Schneider,Z300,3278.0,3135
4073,401,2020-06-18 16:00:00,Correctivo,5209.78,2,Planta Este,10,3767,102.18,3.1,34564.0,2020-06,34564.0,Motor,Schneider,M400,532.0,601
4074,49,2020-06-18 17:00:00,Correctivo,9913.23,5,Planta Oeste,14,3913,68.48,0.88,1538.0,2020-06,23669.25,Generador,Schneider,X100,269.0,7647
4075,218,2020-06-18 18:00:00,Correctivo,5463.58,21,Planta Este,7,3973,77.62,4.59,20338.0,2020-06,38028.0,Transformador,Siemens,M400,3839.0,1771
4076,112,2020-06-18 19:00:00,Preventivo,3890.89,21,Planta Norte,16,4771,63.74,0.26,28618.0,2020-07,28618.0,Generador,GE,Z300,1650.0,5382
4077,114,2020-06-18 20:00:00,Preventivo,1397.76,19,Planta Norte,12,3701,139.59,0.11,52002.0,2020-06,52002.0,Compresor,ABB,X100,2979.0,4628
4078,480,2020-06-18 21:00:00,Correctivo,6073.21,30,Planta Oeste,10,4363,131.37,0.82,41923.0,2020-06,41923.0,Motor,GE,Y200,1931.0,535
4079,94,2020-06-18 22:00:00,Correctivo,1787.24,31,Planta Oeste,16,3749,109.3,3.32,34484.0,2020-06,34484.0,Transformador,ABB,Z300,2727.0,6994
4080,56,2020-06-18 23:00:00,Correctivo,1599.14,37,Planta Este,11,3906,81.51,0.68,66199.0,2020-06,66199.0,Motor,Siemens,Z300,3066.0,3578
4081,236,2020-06-19 00:00:00,Correctivo,2779.83,32,Planta Este,15,4151,144.26,4.64,95305.0,2020-06,86893.5,Transformador,GE,Y200,100.0,7685
4082,248,2020-06-19 01:00:00,Preventivo,3591.88,40,Planta Sur,10,4242,79.23,0.39,23008.0,2020-06,52282.5,Motor,Schneider,M400,517.0,2802
4083,145,2020-06-19 02:00:00,Correctivo,4004.46,30,Planta Norte,11,4542,130.45,4.43,40838.0,2020-07,65925.0,Motor,Schneider,Z300,7938.125,8722
4084,226,2020-06-19 03:00:00,Correctivo,940.3,45,Planta Oeste,11,3615,132.47,3.16,15246.0,2020-05,61309.66666666666,Compresor,GE,X100,605.0,3503
4085,52,2020-06-19 04:00:00,Preventivo,3842.79,23,Planta Este,8,4118,127.86,3.47,88690.0,2020-06,54381.25,Generador,ABB,Z300,1144.0,6556
4086,92,2020-06-19 05:00:00,Preventivo,5322.18,13,Planta Norte,7,3785,70.87,2.35,85659.0,2020-06,85659.0,Motor,GE,Z300,4579.0,8137
4087,286,2020-06-19 06:00:00,Correctivo,14988.43,4,Planta Norte,14,4138,142.0,3.1,99926.0,2020-06,99926.0,Generador,GE,Y200,3432.0,8213
4088,105,2020-06-19 07:00:00,Preventivo,2994.41,12,Planta Oeste,11,4704,118.14,1.88,87685.0,2020-07,89733.5,Transformador,GE,X100,4003.0,5004
4089,409,2020-06-19 08:00:00,Correctivo,8494.25,41,Planta Oeste,7,3934,76.66,3.07,76505.0,2020-06,76505.0,Compresor,Siemens,Y200,1251.0,7645
4090,123,2020-06-19 09:00:00,Correctivo,7074.31,36,Planta Norte,9,3787,114.75,0.71,32224.0,2020-06,16416.5,Generador,ABB,X100,3565.0,7238
4091,17,2020-06-19 10:00:00,Preventivo,4301.17,26,Planta Este,6,4037,122.31,4.26,35782.0,2020-06,46647.0,Transformador,Schneider,M400,4310.0,8649
4092,56,2020-06-19 11:00:00,Preventivo,4347.91,27,Planta Sur,11,3906,81.51,0.68,66199.0,2020-06,66199.0,Motor,Siemens,Z300,3066.0,3578
4093,171,2020-06-19 12:00:00,Preventivo,5479.14,31,Planta Sur,7,4179,55.57,1.74,66470.0,2020-06,66470.0,Compresor,Schneider,Y200,3935.0,1613
4094,110,2020-06-19 13:00:00,Preventivo,7523.18,14,Planta Sur,8,4221,51.66,3.4,6922.0,2020-06,14052.0,Transformador,Siemens,X100,2838.0,5809
4095,285,2020-06-19 14:00:00,Preventivo,173.77,35,Planta Norte,12,4018,72.1,3.47,6788.0,2020-06,6788.0,Compresor,Siemens,Y200,756.0,8274
4096,141,2020-06-19 15:00:00,Preventivo,7539.37,38,Planta Norte,13,4491,106.16,1.18,79812.0,2020-07,79812.0,Motor,GE,Y200,4459.0,8434
4097,301,2020-06-19 16:00:00,Preventivo,1440.4,21,Planta Este,13,4063,71.77,2.32,28184.0,2020-06,60186.66666666666,Generador,GE,Z300,1734.0,2151
4098,19,2020-06-19 17:00:00,Preventivo,9566.96,46,Planta Oeste,9,4212,113.64,2.48,71209.0,2020-06,71209.0,Transformador,ABB,Y200,2175.0,828
4099,70,2020-06-19 18:00:00,Preventivo,8706.58,10,Planta Este,9,4134,146.02,4.77,42034.0,2020-06,42034.0,Compresor,Schneider,Z300,4078.0,4324
4100,100,2020-06-19 19:00:00,Preventivo,961.0,11,Planta Oeste,15,3542,98.62,4.1,75440.0,2020-05,73655.0,Compresor,Siemens,X100,7938.125,3160
4101,342,2020-06-19 20:00:00,Preventivo,5709.84,44,Planta Norte,13,4244,116.57,4.19,93880.0,2020-06,93880.0,Motor,GE,M400,4223.0,1741
4102,281,2020-06-19 21:00:00,Preventivo,8810.67,32,Planta Sur,10,4178,82.31,2.66,12099.0,2020-06,13828.0,Generador,Schneider,Y200,529.0,7127
4103,147,2020-06-19 22:00:00,Preventivo,6428.67,31,Planta Oeste,7,4040,138.76,4.44,48831.0,2020-06,48831.0,Transformador,Schneider,Z300,4868.0,9440
4104,275,2020-06-19 23:00:00,Preventivo,7809.86,10,Planta Norte,9,4011,133.52,1.71,72534.0,2020-06,72534.0,Generador,ABB,X100,4676.0,1846
4105,443,2020-06-20 00:00:00,Correctivo,4482.1,11,Planta Sur,10,4209,57.93,1.34,20941.0,2020-06,36071.0,Motor,Siemens,M400,4693.0,6355
4106,371,2020-06-20 01:00:00,Preventivo,4563.66,5,Planta Este,9,3997,140.19,2.73,62707.0,2020-06,62707.0,Motor,ABB,M400,187.0,9954
4107,423,2020-06-20 02:00:00,Preventivo,2387.25,1,Planta Norte,10,4294,134.05,0.59,85995.0,2020-06,85995.0,Generador,GE,Y200,307.0,7472
4108,309,2020-06-20 03:00:00,Correctivo,3790.41,34,Planta Este,9,4144,93.12,1.77,59573.0,2020-06,61586.0,Generador,ABB,X100,194.0,4061
4109,293,2020-06-20 04:00:00,Correctivo,1543.93,13,Planta Norte,8,4020,115.67,1.36,27780.0,2020-06,21922.5,Generador,GE,X100,865.0,6478
4110,98,2020-06-20 05:00:00,Correctivo,5381.99,1,Planta Este,15,3949,77.99,1.75,72598.0,2020-06,74542.5,Generador,ABB,Y200,1702.0,8433
4111,251,2020-06-20 06:00:00,Correctivo,7216.43,28,Planta Norte,13,4417,121.19,4.83,91638.0,2020-07,67225.0,Transformador,GE,Z300,2713.0,3142
4112,279,2020-06-20 07:00:00,Preventivo,8956.5,24,Planta Oeste,11,4377,121.69,4.23,96258.0,2020-07,64464.66666666666,Compresor,GE,X100,2034.0,2128
4113,441,2020-06-20 08:00:00,Preventivo,2579.94,12,Planta Oeste,10,3146,108.79,3.76,39144.0,2020-05,39144.0,Transformador,ABB,M400,4796.0,9453
4114,180,2020-06-20 09:00:00,Correctivo,3005.93,15,Planta Norte,14,4465,67.81,3.06,54167.0,2020-07,30786.0,Transformador,ABB,Y200,3385.0,8754
4115,415,2020-06-20 10:00:00,Correctivo,8779.39,26,Planta Norte,11,4068,103.61,3.95,76563.0,2020-06,43613.0,Motor,Schneider,Y200,2000.0,7703
4116,125,2020-06-20 11:00:00,Preventivo,210.17,22,Planta Sur,14,4132,70.17,1.38,70016.0,2020-06,52598.66666666666,Transformador,GE,M400,2077.0,547
4117,469,2020-06-20 12:00:00,Preventivo,9611.61,14,Planta Oeste,8,4293,131.73,4.8,35571.0,2020-06,51474.5,Compresor,GE,X100,998.0,692
4118,131,2020-06-20 13:00:00,Preventivo,3864.56,17,Planta Oeste,10,4326,138.93,1.52,30506.0,2020-06,30506.0,Motor,Schneider,M400,3935.0,6293
4119,341,2020-06-20 14:00:00,Preventivo,606.29,23,Planta Oeste,13,3917,84.81,1.01,70427.0,2020-06,48735.0,Motor,ABB,Z300,260.0,7954
4120,150,2020-06-20 15:00:00,Correctivo,5314.35,1,Planta Norte,19,4907,94.09,3.45,92312.0,2020-07,92312.0,Compresor,ABB,Y200,1769.0,5484
4121,104,2020-06-20 16:00:00,Correctivo,2700.48,17,Planta Oeste,11,3778,118.93,4.93,99172.0,2020-06,99172.0,Transformador,ABB,Y200,2664.0,4943
4122,45,2020-06-20 17:00:00,Preventivo,5250.39,46,Planta Sur,10,4052,106.59,2.13,41827.0,2020-06,41827.0,Compresor,GE,X100,7938.125,7340
4123,85,2020-06-20 18:00:00,Preventivo,3810.26,3,Planta Norte,5,4124,143.75,3.01,86397.0,2020-06,45073.333333333336,Motor,GE,X100,3062.0,3315
4124,425,2020-06-20 19:00:00,Correctivo,2762.34,5,Planta Norte,4,3343,141.72,4.36,1044.0,2020-05,1044.0,Transformador,GE,Y200,2892.0,2130
4125,417,2020-06-20 20:00:00,Correctivo,302.79,21,Planta Norte,9,4350,64.79,0.33,37603.0,2020-06,37603.0,Compresor,Siemens,Z300,677.0,6202
4126,454,2020-06-20 21:00:00,Preventivo,8647.78,17,Planta Este,12,4088,70.0,3.77,8964.0,2020-06,8964.0,Transformador,GE,Y200,1961.0,2754
4127,457,2020-06-20 22:00:00,Correctivo,4341.0,29,Planta Este,15,4591,109.13,2.83,20753.0,2020-07,20753.0,Compresor,ABB,X100,-100.0,3496
