ID_Equipo,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Frecuencia de mantenimiento correctivo,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Mes,Horas_Operativas_mean,Tipo_Equipo,Potencia_kW,Horas_Recomendadas_Revision,Año_O,Mes_O,Día_O,Horas_Desde_Preventivo
164,1,5621.09,6,8,95.99,3.08,98421.0,5,98421.0,3,3050.0,7955,2020,7,9,7955.0
19,0,5937.91,42,9,50.57,2.53,38454.0,6,56796.0,3,2175.0,828,2020,7,9,7954.0
8,0,5105.82,6,10,77.37,4.09,88645.0,3,88645.0,2,3607.0,3554,2020,7,9,7953.0
233,1,933.32,12,15,99.58,1.09,34201.0,6,34201.0,3,3373.0,4580,2020,7,9,4580.0
233,0,5587.96,11,15,99.58,1.09,34201.0,6,34201.0,3,3373.0,4580,2020,7,9,4579.0
87,0,9622.77,19,12,79.09,4.88,54982.0,6,53852.0,2,1407.0,6355,2020,7,9,4578.0
247,0,6869.81,4,11,145.2,3.01,3751.0,6,8170.0,2,2601.0,8640,2020,7,9,4577.0
109,1,723.37,3,13,57.27,4.83,86409.0,6,49241.0,2,2315.0,3170,2020,7,9,3170.0
264,0,7960.82,42,14,80.24,1.9,16361.0,6,22568.5,0,4624.0,4697,2020,7,9,3169.0
365,0,2491.22,13,7,81.29,3.26,78461.0,5,43028.333333333336,3,3039.0,1487,2020,7,9,3168.0
112,1,4226.55,41,16,63.74,0.26,28618.0,6,28618.0,1,1650.0,5382,2020,7,9,5382.0
284,1,2233.32,25,8,147.67,0.67,68726.0,6,41281.5,1,1333.0,6304,2020,7,9,6304.0
88,1,487.48,42,7,96.7,2.41,28022.0,6,28022.0,3,1644.0,2727,2020,7,10,2727.0
470,1,9973.63,36,10,99.43,4.16,39214.0,6,42445.0,2,2570.0,6128,2020,7,10,6128.0
307,0,770.79,18,13,59.38,3.98,77122.0,7,76081.5,2,1584.0,4722,2020,7,10,6127.0
211,0,7575.83,44,7,52.33,4.84,82216.0,6,82216.0,0,1232.0,9397,2020,7,10,6126.0
382,1,304.12,46,8,140.7,2.11,98929.0,5,68204.5,2,1965.0,1235,2020,7,10,1235.0
370,1,6326.56,25,12,66.02,3.12,62633.0,5,56166.5,3,-100.0,917,2020,7,10,917.0
192,0,6528.09,27,7,108.65,3.68,37620.0,5,37620.0,2,4782.0,2449,2020,7,10,916.0
445,1,2275.11,46,12,90.7,3.63,80159.0,6,80159.0,3,2069.0,3105,2020,7,10,3105.0
470,0,4220.34,27,10,99.43,4.16,39214.0,6,42445.0,2,2570.0,6128,2020,7,10,3104.0
476,1,6645.06,10,14,134.22,3.1,201.0,5,4863.0,0,1626.0,9660,2020,7,10,9660.0
142,0,1906.84,17,10,139.67,3.15,82267.0,6,81215.5,0,1652.0,8840,2020,7,10,9659.0
217,1,8566.64,31,12,78.09,0.51,40622.0,6,34131.5,0,4783.0,5133,2020,7,10,5133.0
243,1,4119.73,3,6,60.9,4.27,49514.0,7,59238.0,1,1264.0,9542,2020,7,10,9542.0
219,1,6959.93,31,10,130.41,3.81,66024.0,6,59015.0,1,464.0,9272,2020,7,10,9272.0
301,0,2800.09,14,13,106.24,0.39,2276.0,6,2276.0,1,1734.0,2151,2020,7,10,9271.0
297,0,4709.12,7,9,119.52,4.1,73575.0,6,75470.0,3,3728.0,8016,2020,7,10,9270.0
320,0,4484.44,5,9,51.61,3.12,9877.0,5,9877.0,3,2864.0,6610,2020,7,10,9269.0
134,0,5655.9,18,4,67.29,1.23,58393.0,5,48257.0,3,1208.0,2107,2020,7,10,9268.0
307,1,8712.28,17,13,59.38,3.98,77122.0,7,76081.5,2,1584.0,4722,2020,7,10,4722.0
249,0,6427.14,47,4,92.21,3.83,86192.0,6,55123.0,0,3991.0,9920,2020,7,10,4721.0
202,1,744.39,6,7,142.85,0.11,42399.0,6,42399.0,3,3835.0,7627,2020,7,10,7627.0
53,0,8569.02,4,13,143.36,3.51,18216.0,6,18216.0,1,3332.0,6373,2020,7,10,7626.0
181,1,4306.23,4,7,94.36,3.7,19475.0,4,21323.5,3,2769.0,8223,2020,7,10,8223.0
317,1,5025.19,43,7,101.18,2.59,69029.0,6,69029.0,3,1661.0,2753,2020,7,10,2753.0
130,0,9787.93,3,17,57.84,0.85,37432.0,5,35749.0,0,633.0,7585,2020,7,11,2752.0
453,0,5566.66,12,9,131.98,0.66,73184.0,6,73184.0,1,4432.0,7987,2020,7,11,2751.0
51,0,578.58,25,10,115.58,0.63,53735.0,5,53735.0,1,2157.0,3183,2020,7,11,2750.0
91,1,7121.21,18,15,100.0,3.75,11201.0,7,18111.0,3,1197.0,5917,2020,7,11,5917.0
437,0,598.65,28,10,55.01,2.65,95220.0,6,95220.0,1,4432.0,2863,2020,7,11,5916.0
7,0,3775.33,25,9,147.89,0.66,32364.0,6,32364.0,3,2249.0,2896,2020,7,11,5915.0
173,1,2136.34,9,9,139.36,2.05,88992.0,6,53733.5,3,1711.0,9571,2020,7,11,9571.0
137,0,512.79,32,11,69.65,4.25,79952.0,6,69393.4,1,4781.0,8772,2020,7,11,9570.0
181,1,4074.05,12,7,94.36,3.7,19475.0,4,21323.5,3,2769.0,8223,2020,7,11,8223.0
95,0,5539.09,32,9,139.1,1.16,45461.0,6,56020.25,3,1095.0,1294,2020,7,11,8222.0
383,1,8305.96,25,12,124.05,3.3,22477.0,6,22477.0,1,1885.0,5439,2020,7,11,5439.0
85,0,3426.14,18,5,114.12,3.67,33433.0,5,45073.333333333336,2,3062.0,3315,2020,7,11,5438.0
401,1,9453.76,23,10,118.75,4.24,86608.0,6,62137.5,2,532.0,601,2020,7,11,601.0
402,1,5067.59,44,8,90.46,2.1,87231.0,6,87231.0,3,592.0,4587,2020,7,11,4587.0
458,1,5688.8,32,15,55.12,2.75,7659.0,6,29099.0,2,1324.0,6036,2020,7,11,6036.0
11,0,9650.56,18,11,126.99,2.94,41756.0,7,64002.333333333336,3,2374.0,2922,2020,7,11,6035.0
240,0,6253.58,14,13,78.28,2.8,51121.0,6,66447.66666666667,0,194.0,1302,2020,7,11,6034.0
75,1,9693.84,13,9,123.61,1.91,94839.0,5,94839.0,3,1129.0,6842,2020,7,11,6842.0
478,1,1105.84,39,7,84.86,4.47,27213.0,6,27213.0,2,1706.0,7017,2020,7,11,7017.0
486,0,8635.12,45,14,62.18,1.33,48239.0,6,48239.0,3,1106.0,1460,2020,7,11,7016.0
31,1,6616.97,29,9,108.88,0.21,21929.0,6,40299.333333333336,1,3148.0,4496,2020,7,11,4496.0
298,1,2204.0,2,9,122.78,2.34,81601.0,6,80116.66666666667,3,1881.0,4891,2020,7,11,4891.0
315,1,4951.64,38,9,122.25,4.06,42219.0,5,42219.0,2,954.0,5662,2020,7,11,5662.0
69,0,7644.93,33,8,79.14,3.25,102.0,5,102.0,1,4928.0,9028,2020,7,11,5661.0
483,0,1838.4,44,10,77.18,4.73,42611.0,6,42611.0,0,3598.0,8062,2020,7,12,5660.0
454,1,9596.45,28,12,123.0,3.25,55870.0,6,54877.5,3,1961.0,2754,2020,7,12,2754.0
155,0,3636.53,6,11,123.82,2.01,23994.0,6,51414.0,2,1652.0,3195,2020,7,12,2753.0
107,0,8537.68,47,13,104.65,2.93,1301.0,6,50615.333333333336,0,3056.0,9954,2020,7,12,2752.0
321,1,3641.22,25,11,143.58,4.94,98832.0,6,45405.66666666666,0,-100.0,5055,2020,7,12,5055.0
20,1,502.24,44,5,56.35,3.75,56733.0,6,57239.5,0,3511.0,4698,2020,7,12,4698.0
386,0,6663.25,12,11,139.68,4.97,1486.0,6,30063.25,1,4192.0,9303,2020,7,12,4697.0
291,1,443.3,26,12,99.47,1.28,53737.0,6,58575.0,0,685.0,940,2020,7,12,940.0
439,1,5143.42,30,8,85.51,1.26,4869.0,6,47370.5,2,4447.0,2041,2020,7,12,2041.0
227,1,9498.06,5,5,147.48,2.77,72082.0,6,72082.0,0,940.0,8078,2020,7,12,8078.0
108,1,1767.07,6,8,103.33,4.91,26133.0,6,26133.0,3,791.0,2011,2020,7,12,2011.0
360,0,2554.95,17,11,117.18,1.27,83390.0,6,83390.0,0,4932.0,2023,2020,7,12,2010.0
166,1,4479.94,32,8,144.85,4.2,97668.0,6,74822.0,3,275.0,7358,2020,7,12,7358.0
201,0,497.15,6,9,61.04,4.61,21585.0,5,48312.0,2,4730.0,3538,2020,7,12,7357.0
408,1,7507.62,34,11,134.43,1.93,9416.0,6,31531.5,2,7938.125,9680,2020,7,12,9680.0
416,0,6462.88,30,13,82.01,0.53,52860.0,6,52860.0,1,1900.0,9643,2020,7,12,9679.0
414,1,4479.75,13,7,143.29,0.3,21581.0,6,21581.0,2,1220.0,6441,2020,7,12,6441.0
202,0,1905.86,18,7,142.85,0.11,42399.0,6,42399.0,3,3835.0,7627,2020,7,12,6440.0
249,0,3139.1,46,4,92.21,3.83,86192.0,6,55123.0,0,3991.0,9920,2020,7,12,6439.0
52,0,3488.92,16,8,94.27,4.9,92604.0,6,92604.0,1,1144.0,6556,2020,7,12,6438.0
411,1,8721.86,38,12,93.7,1.9,7323.0,7,24119.5,3,613.0,3036,2020,7,12,3036.0
406,0,2731.9,1,9,64.48,2.36,48875.0,5,48875.0,2,2505.0,1688,2020,7,12,3035.0
153,0,4724.18,12,12,76.11,2.34,5816.0,5,5816.0,2,131.0,7942,2020,7,12,3034.0
113,0,816.86,47,9,120.04,2.29,94125.0,6,57955.0,0,216.0,5122,2020,7,12,3033.0
89,1,7582.92,41,7,68.83,4.07,72467.0,6,59315.66666666666,2,183.0,7833,2020,7,13,7833.0
236,1,7911.14,23,15,144.26,4.64,95305.0,5,86893.5,3,100.0,7685,2020,7,13,7685.0
452,0,4500.55,9,14,89.51,0.63,45965.0,6,45965.0,0,4203.0,6829,2020,7,13,7684.0
209,1,3771.84,37,14,141.77,4.0,61198.0,6,53201.0,1,2372.0,5027,2020,7,13,5027.0
465,0,8950.06,18,7,84.77,3.99,30324.0,6,30324.0,2,7938.125,9518,2020,7,13,5026.0
347,1,6183.93,15,16,75.48,1.18,54743.0,6,54743.0,3,4948.0,6720,2020,7,13,6720.0
464,1,4485.3,1,12,110.6,1.18,82270.0,5,82270.0,1,4412.0,1491,2020,7,13,1491.0
11,0,3451.82,2,11,126.99,2.94,41756.0,7,64002.333333333336,3,2374.0,2922,2020,7,13,1490.0
104,0,9286.89,26,11,90.63,0.19,37930.0,6,37930.0,3,2664.0,4943,2020,7,13,1489.0
167,1,7572.96,26,10,59.37,2.96,68318.0,7,42727.0,3,-100.0,9737,2020,7,13,9737.0
158,1,2501.08,27,9,132.35,4.15,65975.0,6,65975.0,1,4082.0,6958,2020,7,13,6958.0
78,0,6072.24,21,10,98.77,1.77,17595.0,6,17595.0,1,4194.0,7519,2020,7,13,6957.0
392,0,3945.44,31,16,102.54,0.61,76498.0,5,69248.0,3,1307.0,9099,2020,7,13,6956.0
3,1,4960.59,5,7,144.42,2.19,50837.0,6,82233.33333333333,0,4526.0,5238,2020,7,13,5238.0
176,0,1371.69,2,14,112.16,1.44,86854.0,6,86854.0,2,425.0,9406,2020,7,13,5237.0
393,0,7815.4,30,13,90.93,2.62,58310.0,6,31664.33333333333,0,2157.0,9328,2020,7,13,5236.0
435,1,3468.25,1,6,112.62,0.58,59884.0,6,59884.0,1,1804.0,3875,2020,7,13,3875.0
174,0,8453.0,19,6,148.58,3.2,87690.0,6,61946.5,2,3161.0,6536,2020,7,13,3874.0
239,1,3107.63,44,9,134.93,3.9,34667.0,5,34667.0,3,4866.0,1823,2020,7,13,1823.0
106,0,8879.75,23,8,147.02,1.2,10498.0,6,40793.66666666666,0,3095.0,2579,2020,7,13,1822.0
223,1,6974.46,47,6,58.03,0.49,67181.0,6,67181.0,0,1112.0,3775,2020,7,13,3775.0
289,1,8023.43,3,6,117.04,4.91,55590.0,6,35570.0,0,3217.0,7013,2020,7,13,7013.0
291,0,9666.06,10,12,99.47,1.28,53737.0,6,58575.0,0,685.0,940,2020,7,13,7012.0
63,0,7354.62,36,13,73.75,4.59,52666.0,6,52666.0,1,3138.0,6390,2020,7,13,7011.0
457,1,7849.3,2,15,109.13,2.83,20753.0,6,20753.0,0,-100.0,3496,2020,7,14,3496.0
258,0,3080.5,23,12,119.74,0.91,88340.0,6,88340.0,0,7938.125,3712,2020,7,14,3495.0
446,0,2623.21,1,5,146.3,4.96,86128.0,6,86128.0,0,1095.0,1793,2020,7,14,3494.0
319,0,9880.93,6,10,78.41,4.06,99146.0,5,91444.33333333331,0,2824.0,4147,2020,7,14,3493.0
485,1,992.35,5,13,103.22,2.52,75423.0,5,75423.0,2,4074.0,7154,2020,7,14,7154.0
309,1,2645.78,45,9,124.31,1.2,38311.0,6,38311.0,1,194.0,4061,2020,7,14,4061.0
246,0,5633.85,20,12,61.04,1.19,89184.0,7,46923.5,1,2067.0,9164,2020,7,14,4060.0
350,1,1740.05,3,12,52.49,0.31,78597.0,6,62124.0,3,968.0,2098,2020,7,14,2098.0
363,0,4117.5,22,14,73.16,1.2,44140.0,6,55847.66666666666,2,163.0,1073,2020,7,14,2097.0
285,1,5682.08,32,12,53.51,0.69,46470.0,6,46470.0,0,756.0,8274,2020,7,14,8274.0
71,1,6585.04,46,12,83.08,2.99,13815.0,6,42897.5,3,2617.0,8191,2020,7,14,8191.0
193,1,1901.92,2,10,53.54,2.94,55526.0,6,28919.5,2,1083.0,2944,2020,7,14,2944.0
404,1,2341.53,13,13,66.12,1.55,61368.0,6,61368.0,1,2390.0,4658,2020,7,14,4658.0
175,1,3845.27,8,10,134.06,4.61,63389.0,6,48784.333333333336,2,3261.0,3846,2020,7,14,3846.0
101,0,2803.32,16,14,76.61,3.98,79669.0,6,79669.0,3,326.0,7398,2020,7,14,3845.0
25,0,8604.48,24,16,71.86,0.15,78970.0,6,78970.0,1,4854.0,2005,2020,7,14,3844.0
238,0,3577.16,6,9,52.42,3.93,97361.0,5,79588.33333333333,1,1250.0,6496,2020,7,14,3843.0
479,0,3282.59,38,9,58.8,2.2,47884.0,6,68745.0,1,2723.0,5136,2020,7,14,3842.0
374,0,4365.44,20,8,75.3,3.07,81955.0,6,82040.5,0,358.0,7100,2020,7,14,3841.0
415,0,7899.59,11,11,105.15,1.09,23598.0,7,30789.0,2,2000.0,7703,2020,7,14,3840.0
432,0,7155.84,36,12,109.82,2.48,41814.0,6,52260.0,1,2986.0,7395,2020,7,14,3839.0
250,1,4942.65,34,8,108.29,2.67,32816.0,7,32816.0,2,4517.0,7069,2020,7,14,7069.0
30,0,9255.37,38,10,52.72,4.59,36572.0,6,34493.666666666664,1,248.0,865,2020,7,14,7068.0
6,0,907.68,41,10,130.47,1.0,66421.0,6,59908.333333333336,3,423.0,5091,2020,7,14,7067.0
362,1,7356.9,46,8,103.84,2.36,70457.0,6,70457.0,3,4333.0,3246,2020,7,15,3246.0
376,1,612.17,29,7,134.68,3.39,58740.0,5,64342.0,3,899.0,3355,2020,7,15,3355.0
42,0,4047.47,10,11,123.99,0.7,89375.0,6,67389.25,1,625.0,7863,2020,7,15,3354.0
363,0,2926.66,39,14,73.16,1.2,44140.0,6,55847.66666666666,2,163.0,1073,2020,7,15,3353.0
223,0,8728.49,24,6,58.03,0.49,67181.0,6,67181.0,0,1112.0,3775,2020,7,15,3352.0
245,0,2967.03,37,6,58.43,2.83,77276.0,6,77276.0,0,3458.0,1501,2020,7,15,3351.0
302,0,4555.84,7,13,141.31,4.15,73151.0,6,54831.0,0,3323.0,9819,2020,7,15,3350.0
107,1,1167.35,2,13,104.65,2.93,1301.0,6,50615.333333333336,0,3056.0,9954,2020,7,15,9954.0
29,1,258.16,20,9,111.77,4.14,53953.0,7,53251.5,3,91.0,7812,2020,7,15,7812.0
448,0,8101.17,9,13,104.66,2.41,54004.0,6,54004.0,1,3877.0,7529,2020,7,15,7811.0
420,1,2383.32,12,16,117.64,3.81,6831.0,6,6831.0,1,1536.0,1999,2020,7,15,1999.0
344,1,2987.6,36,4,141.01,3.65,4245.0,5,25809.0,1,-100.0,6729,2020,7,15,6729.0
6,1,1383.31,35,10,130.47,1.0,66421.0,6,59908.333333333336,3,423.0,5091,2020,7,15,5091.0
257,0,5009.6,15,7,112.27,0.85,87079.0,6,87079.0,3,695.0,8247,2020,7,15,5090.0
346,0,6470.89,16,10,132.36,0.63,8338.0,6,8338.0,3,2072.0,1423,2020,7,15,5089.0
212,1,2711.04,39,4,92.61,3.67,62529.0,7,65205.66666666666,3,1166.0,5328,2020,7,15,5328.0
120,0,4756.28,12,12,80.5,4.59,50285.0,6,71469.66666666667,1,3458.0,8225,2020,7,15,5327.0
288,0,8921.35,37,11,201.495,0.32,79576.0,6,79576.0,2,4916.0,4906,2020,7,15,5326.0
175,0,9898.97,10,10,134.06,4.61,63389.0,6,48784.333333333336,2,3261.0,3846,2020,7,15,5325.0
95,0,7665.33,13,9,139.1,1.16,45461.0,6,56020.25,3,1095.0,1294,2020,7,15,5324.0
97,1,4573.44,47,8,118.52,3.54,56107.0,6,44199.333333333336,1,3869.0,5153,2020,7,15,5153.0
457,0,2284.23,8,15,109.13,2.83,20753.0,6,20753.0,0,-100.0,3496,2020,7,15,5152.0
388,0,5011.06,9,7,75.01,4.05,75908.0,6,75908.0,0,3973.0,5667,2020,7,15,5151.0
488,0,8319.25,46,8,90.46,4.68,84341.0,6,84341.0,3,4841.0,1228,2020,7,15,5150.0
462,0,9196.95,15,9,69.59,1.98,34762.0,7,41256.0,0,4806.0,3952,2020,7,16,5149.0
497,0,7467.46,40,13,130.51,4.62,62456.0,6,62160.0,0,3296.0,8256,2020,7,16,5148.0
274,1,2921.34,19,12,54.63,4.72,18693.0,6,18693.0,2,2600.0,2830,2020,7,16,2830.0
196,1,3756.46,43,13,90.49,1.5,90895.0,6,83455.5,3,3710.0,6636,2020,7,16,6636.0
333,1,7931.55,13,12,133.44,4.34,63343.0,6,63343.0,0,3400.0,2557,2020,7,16,2557.0
90,0,1427.82,42,14,137.5,2.19,52528.0,6,52528.0,3,907.0,5243,2020,7,16,2556.0
233,0,2281.48,42,15,99.58,1.09,34201.0,6,34201.0,3,3373.0,4580,2020,7,16,2555.0
453,0,3135.12,14,9,131.98,0.66,73184.0,6,73184.0,1,4432.0,7987,2020,7,16,2554.0
347,0,8210.58,8,16,75.48,1.18,54743.0,6,54743.0,3,4948.0,6720,2020,7,16,2553.0
437,1,7462.49,5,10,55.01,2.65,95220.0,6,95220.0,1,4432.0,2863,2020,7,16,2863.0
57,1,4839.61,29,7,142.5,3.06,6215.0,7,38208.0,3,4585.0,6931,2020,7,16,6931.0
43,1,8190.22,22,10,72.08,4.94,7526.0,6,26156.5,2,780.0,5264,2020,7,16,5264.0
407,0,4570.75,2,11,135.13,0.42,35963.0,6,35963.0,0,1643.0,9754,2020,7,16,5263.0
165,1,5287.66,24,9,93.57,1.64,72152.0,6,72152.0,3,1806.0,9335,2020,7,16,9335.0
245,0,8939.3,30,6,58.43,2.83,77276.0,6,77276.0,0,3458.0,1501,2020,7,16,9334.0
158,1,6489.29,21,9,132.35,4.15,65975.0,6,65975.0,1,4082.0,6958,2020,7,16,6958.0
181,0,7592.47,38,7,115.15,0.51,11842.0,7,47360.5,3,2769.0,8223,2020,7,16,6957.0
262,1,8818.7,42,7,113.13,3.49,49925.0,6,61655.5,0,4966.0,7411,2020,7,16,7411.0
367,0,6203.93,32,6,92.06,0.25,67285.0,6,66102.66666666667,0,3893.0,4231,2020,7,16,7410.0
354,1,7347.0,22,15,118.77,3.32,75201.0,6,53813.5,1,4129.0,2344,2020,7,16,2344.0
395,0,5233.24,24,10,95.45,4.24,93843.0,6,93843.0,0,3778.0,7104,2020,7,16,2343.0
169,1,2457.12,25,3,114.28,1.71,78212.0,7,64392.5,0,233.0,3890,2020,7,16,3890.0
10,1,9399.1,4,9,75.75,2.43,38046.0,6,40274.5,2,465.0,9859,2020,7,16,9859.0
259,1,5053.04,3,10,123.43,0.79,82281.0,7,51005.0,3,2662.0,1005,2020,7,16,1005.0
33,0,1045.82,46,12,61.87,2.55,66749.0,6,57256.0,1,4720.0,3143,2020,7,17,1004.0
2,0,9677.68,44,14,54.53,1.34,44715.0,6,44715.0,3,75.0,7390,2020,7,17,1003.0
210,1,444.87,41,4,131.34,4.22,28787.0,6,28787.0,1,3899.0,1499,2020,7,17,1499.0
207,1,749.94,41,12,128.88,3.5,45699.0,7,56834.25,2,182.0,904,2020,7,17,904.0
327,0,5351.05,37,9,77.03,1.47,80745.0,6,50234.0,2,3480.0,4455,2020,7,17,903.0
112,0,1610.97,9,16,63.74,0.26,28618.0,6,28618.0,1,1650.0,5382,2020,7,17,902.0
309,0,8274.76,32,9,124.31,1.2,38311.0,6,38311.0,1,194.0,4061,2020,7,17,901.0
366,1,7662.81,4,12,61.4,4.53,65291.0,7,40490.5,0,2678.0,9876,2020,7,17,9876.0
217,1,3735.2,11,12,78.09,0.51,40622.0,6,34131.5,0,4783.0,5133,2020,7,17,5133.0
347,0,2325.63,27,16,75.48,1.18,54743.0,6,54743.0,3,4948.0,6720,2020,7,17,5132.0
415,1,1408.96,25,11,105.15,1.09,23598.0,7,30789.0,2,2000.0,7703,2020,7,17,7703.0
448,0,1589.11,21,13,104.66,2.41,54004.0,6,54004.0,1,3877.0,7529,2020,7,17,7702.0
250,1,8087.37,4,8,108.29,2.67,32816.0,7,32816.0,2,4517.0,7069,2020,7,17,7069.0
318,0,3986.59,11,13,76.74,3.87,76776.0,6,74725.0,2,1780.0,8351,2020,7,17,7068.0
252,1,2543.86,32,9,60.1,2.32,9309.0,6,9309.0,3,2112.0,3199,2020,7,17,3199.0
150,0,5615.5,3,19,94.09,3.45,92312.0,6,92312.0,0,1769.0,5484,2020,7,17,3198.0
99,0,3681.08,6,9,120.76,2.84,43739.0,6,43739.0,0,4669.0,3477,2020,7,17,3197.0
33,0,461.87,12,12,61.87,2.55,66749.0,6,57256.0,1,4720.0,3143,2020,7,17,3196.0
118,1,8041.89,9,12,128.54,0.88,27417.0,6,31459.666666666668,3,1700.0,587,2020,7,17,587.0
371,0,9564.62,9,9,129.71,0.33,66351.0,6,66351.0,2,187.0,9954,2020,7,17,586.0
320,1,6522.95,5,9,51.61,3.12,9877.0,5,9877.0,3,2864.0,6610,2020,7,17,6610.0
384,0,8441.18,20,12,103.02,3.53,7199.0,7,15523.5,1,1614.0,2364,2020,7,17,6609.0
51,1,9286.51,19,10,115.58,0.63,53735.0,5,53735.0,1,2157.0,3183,2020,7,17,3183.0
133,0,5291.7,30,6,143.63,2.38,51666.0,6,51666.0,1,347.0,8833,2020,7,17,3182.0
130,0,4856.78,5,17,57.84,0.85,37432.0,5,35749.0,0,633.0,7585,2020,7,18,3181.0
26,1,1549.0,14,8,138.07,2.77,43377.0,6,43377.0,1,7938.125,3605,2020,7,18,3605.0
394,1,1770.9,29,8,121.39,3.71,65957.0,6,36749.0,1,3111.0,6653,2020,7,18,6653.0
39,0,3143.74,19,7,105.92,0.74,55260.0,6,55202.5,1,478.0,8144,2020,7,18,6652.0
291,0,6264.79,40,12,99.47,1.28,53737.0,6,58575.0,0,685.0,940,2020,7,18,6651.0
334,1,659.3,24,8,133.17,0.5,98344.0,7,82191.5,1,4614.0,1181,2020,7,18,1181.0
161,1,5462.96,11,13,127.97,3.31,91239.0,6,53432.5,2,1706.0,4455,2020,7,18,4455.0
29,1,880.42,3,9,111.77,4.14,53953.0,7,53251.5,3,91.0,7812,2020,7,18,7812.0
434,0,9577.48,1,13,133.81,1.78,83116.0,6,64789.5,2,503.0,9649,2020,7,18,7811.0
323,0,1011.87,6,13,54.88,3.96,41745.0,6,41745.0,3,2166.0,9505,2020,7,18,7810.0
486,0,3509.32,33,14,62.18,1.33,48239.0,6,48239.0,3,1106.0,1460,2020,7,18,7809.0
126,0,4477.12,5,7,102.23,3.11,84139.0,6,49588.5,1,1926.0,3277,2020,7,18,7808.0
375,1,3614.17,42,13,131.14,0.38,21411.0,6,26104.5,0,4748.0,4649,2020,7,18,4649.0
360,0,835.82,8,11,117.18,1.27,83390.0,6,83390.0,0,4932.0,2023,2020,7,18,4648.0
256,1,7904.25,20,8,67.67,0.58,27865.0,6,27865.0,0,4368.0,3221,2020,7,18,3221.0
8,0,1736.03,8,10,82.72,0.66,8472.0,9,31094.5,2,3607.0,3554,2020,7,18,3220.0
96,0,1876.56,42,13,113.1,1.41,58634.0,6,61577.0,3,4004.0,1119,2020,7,18,3219.0
491,1,986.96,30,14,114.9,0.97,40968.0,6,39512.0,1,-100.0,2499,2020,7,18,2499.0
320,0,1304.08,35,9,51.61,3.12,9877.0,5,9877.0,3,2864.0,6610,2020,7,18,2498.0
176,0,9394.68,23,14,112.16,1.44,86854.0,6,86854.0,2,425.0,9406,2020,7,18,2497.0
338,0,5736.84,19,14,107.68,1.01,23383.0,7,41966.0,1,2532.0,7947,2020,7,18,2496.0
91,1,3633.0,7,15,100.0,3.75,11201.0,7,18111.0,3,1197.0,5917,2020,7,18,5917.0
176,0,7435.45,24,14,112.16,1.44,86854.0,6,86854.0,2,425.0,9406,2020,7,18,5916.0
492,1,8528.38,22,7,146.57,1.82,41651.0,6,28608.6,0,4990.0,4462,2020,7,18,4462.0
67,1,6102.9,12,12,133.95,0.28,99805.0,7,48007.0,3,385.0,3249,2020,7,19,3249.0
71,0,1128.29,28,12,83.08,2.99,13815.0,6,42897.5,3,2617.0,8191,2020,7,19,3248.0
153,1,778.6,13,12,128.54,0.57,67240.0,7,67240.0,2,131.0,7942,2020,7,19,7942.0
446,1,8363.94,29,5,146.3,4.96,86128.0,6,86128.0,0,1095.0,1793,2020,7,19,1793.0
370,1,6601.89,1,12,66.02,3.12,62633.0,5,56166.5,3,-100.0,917,2020,7,19,917.0
311,0,6913.17,4,10,82.77,3.25,38779.0,5,65329.0,1,3549.0,9211,2020,7,19,916.0
391,0,9461.62,1,11,106.68,0.76,26482.0,6,62822.25,2,396.0,5295,2020,7,19,915.0
308,1,468.02,19,12,99.65,0.81,75923.0,6,75923.0,2,2184.0,8003,2020,7,19,8003.0
187,0,5809.06,21,11,54.98,0.19,20300.0,6,40570.5,0,768.0,7515,2020,7,19,8002.0
342,0,726.68,31,13,116.57,4.19,93880.0,5,93880.0,2,4223.0,1741,2020,7,19,8001.0
383,0,8193.03,5,12,124.05,3.3,22477.0,6,22477.0,1,1885.0,5439,2020,7,19,8000.0
4,0,6646.31,43,8,147.65,4.87,61294.0,6,51427.75,0,3981.0,8933,2020,7,19,7999.0
293,1,3934.46,45,8,124.76,0.31,87858.0,6,83908.0,1,865.0,6478,2020,7,19,6478.0
472,1,814.09,12,10,106.23,2.95,77087.0,6,53532.5,1,4234.0,8912,2020,7,19,8912.0
289,0,9305.17,34,6,117.04,4.91,55590.0,6,35570.0,0,3217.0,7013,2020,7,19,8911.0
142,1,2966.28,3,10,139.67,3.15,82267.0,6,81215.5,0,1652.0,8840,2020,7,19,8840.0
280,0,9778.12,1,11,146.44,2.46,85140.0,6,81784.0,3,2539.0,9026,2020,7,19,8839.0
77,1,1869.15,47,9,97.85,3.17,66340.0,6,62441.0,2,2395.0,2555,2020,7,19,2555.0
290,0,388.85,38,7,144.07,2.01,96615.0,6,68489.75,1,943.0,7124,2020,7,19,2554.0
320,0,2495.14,20,9,51.61,3.12,9877.0,5,9877.0,3,2864.0,6610,2020,7,19,2553.0
450,0,8226.09,17,12,57.99,2.58,2791.0,7,42498.5,0,1730.0,6823,2020,7,19,2552.0
221,1,138.65,38,13,118.72,1.76,23664.0,6,25211.0,3,4406.0,1237,2020,7,19,1237.0
149,0,5939.19,31,11,107.17,4.47,62726.0,6,72238.66666666667,1,4220.0,684,2020,7,19,1236.0
